iteration,before,after,diff
933,62743159,62744008,849
934,62744170,62745014,844
935,62745173,62746020,847
936,62746179,62747023,844
937,62747187,62748028,841
938,62748190,62749037,847
939,62749198,62750042,844
940,62750203,62751046,843
941,62751205,62752049,844
942,62752210,62753051,841
943,62753213,62754058,845
944,62754219,62755060,841
945,62755222,62756064,842
946,62756224,62757066,842
947,62757224,62758067,843
948,62761333,62762276,943
949,62762452,62763298,846
950,62763461,62764307,846
951,62764470,62765318,848
952,62765480,62766327,847
953,62766489,62767336,847
954,62767498,62768347,849
955,62768508,62769356,848
956,62769521,62770368,847
957,62770530,62771378,848
958,62771539,62772386,847
959,62772550,62773399,849
960,62773560,62774405,845
961,62774567,62775412,845
962,62775573,62776417,844
963,62776579,62777426,847
964,62777586,62778469,883
965,62778628,62780991,2363
966,62781182,62782023,841
967,62782184,62783029,845
968,62783188,62784028,840
969,62784192,62785032,840
970,62785194,62786033,839
971,62786190,62787033,843
972,62787194,62788033,839
973,62788194,62789036,842
974,62789201,62790042,841
975,62790203,62791046,843
976,62791210,62792049,839
977,62792212,62793053,841
978,62793217,62794057,840
979,62794219,62795060,841
980,62795223,62796062,839
981,62796222,62797063,841
982,62797227,62798066,839
983,62798230,62799073,843
984,62799233,62800076,843
985,62800237,62801079,842
986,62801242,62802086,844
987,62802249,62803092,843
988,62803255,62804100,845
989,62804261,62805102,841
990,62805264,62806108,844
991,62806270,62807114,844
992,62807279,62808122,843
993,62808283,62809127,844
994,62809287,62810127,840
995,62810289,62811127,838
996,62811289,62812130,841
997,62812291,62813130,839
998,62813293,62814135,842
999,62814293,62815132,839
