iteration,before,after,diff
478,815076062,815076076,14
479,815076234,815076248,14
480,815076407,815076421,14
481,815076580,815076593,13
482,815076752,815076766,14
483,815076925,815076939,14
484,815077098,815077112,14
485,815077270,815077285,15
486,815077444,815077458,14
487,815077616,815077631,15
488,815077790,815077803,13
489,815077961,815077976,15
490,815078135,815078149,14
491,815078308,815078321,13
492,815078480,815078494,14
493,815078653,815078666,13
494,815078826,815078840,14
495,815078998,815079013,15
496,815079172,815079186,14
497,815079344,815079358,14
498,815079517,815079532,15
499,815079690,815079704,14
500,815079863,815079877,14
501,815080036,815080050,14
502,815080209,815080223,14
503,815080381,815080396,15
504,815080555,815080569,14
505,815080727,815080742,15
506,815080901,815080915,14
507,815081074,815081088,14
508,815081247,815081261,14
509,815081419,815081433,14
510,815081592,815081606,14
511,815081765,815081779,14
512,815081938,815081953,15
513,815082112,815082126,14
514,815082285,815082299,14
515,815082458,815082472,14
516,815082630,815082644,14
517,815082803,815082817,14
518,815082977,815082991,14
519,815083150,815083165,15
520,815083324,815083338,14
521,815083497,815083510,13
522,815083670,815083684,14
523,815083842,815083857,15
524,815084016,815084030,14
525,815084189,815084203,14
526,815084362,815084376,14
527,815084535,815084549,14
528,815084708,815084723,15
529,815084880,815084895,15
530,815085055,815085069,14
531,815085228,815085242,14
532,815085401,815085415,14
533,815085574,815085589,15
534,815085748,815085763,15
535,815085921,815085935,14
536,815086094,815086108,14
537,815086267,815086280,13
538,815086440,815086455,15
539,815086613,815086628,15
540,815086787,815086801,14
541,815086960,815086974,14
542,815087133,815087147,14
543,815087305,815087320,15
544,815087479,815087494,15
545,815087653,815087667,14
546,815087826,815087840,14
547,815087999,815088013,14
548,815088173,815088188,15
549,815088347,815088361,14
550,815088519,815088534,15
551,815088693,815088707,14
552,815088867,815088881,14
553,815089040,815089054,14
554,815089213,815089227,14
555,815089386,815089400,14
556,815089560,815089574,14
557,815089733,815089747,14
558,815089906,815089920,14
559,815090079,815090092,13
560,815090253,815090267,14
561,815090426,815090440,14
562,815090600,815090613,13
563,815090773,815090787,14
564,815090946,815090961,15
565,815091120,815091134,14
566,815091293,815091308,15
567,815091466,815091480,14
568,815091640,815091654,14
569,815091813,815091827,14
570,815091986,815092000,14
571,815092159,815092173,14
572,815092332,815092347,15
573,815092505,815092520,15
574,815092679,815092693,14
575,815092852,815092866,14
576,815093025,815093039,14
577,815093198,815093212,14
578,815093371,815093385,14
579,815093545,815093559,14
580,815093718,815093732,14
581,815093892,815093906,14
582,815094065,815094079,14
583,815094239,815094253,14
584,815094412,815094426,14
585,815094584,815094598,14
586,815094758,815094772,14
587,815094932,815094947,15
588,815095106,815095121,15
589,815095280,815095294,14
590,815095453,815095467,14
591,815095626,815095640,14
592,815095800,815095815,15
593,815095973,815095987,14
594,815096146,815096160,14
595,815096319,815096333,14
596,815096492,815096506,14
597,815096665,815096679,14
598,815096838,815096853,15
599,815097011,815097025,14
600,815097185,815097199,14
601,815097357,815097371,14
602,815097530,815097544,14
603,815097703,815097717,14
604,815097875,815097890,15
605,815098048,815098063,15
606,815098221,815098236,15
607,815098394,815098408,14
608,815098567,815098582,15
609,815098740,815098754,14
